Episode,Total_Timesteps,Reward
1,130,-41.196990966796875
2,194,-15.101913452148438
3,324,-54.09207534790039
4,368,-25.151832580566406
5,508,-34.93820571899414
6,551,-15.5457124710083
7,701,-19.705551147460938
8,759,-24.070356369018555
9,831,-21.86056137084961
10,881,-17.949480056762695
11,966,-22.809982299804688
12,1020,-20.337989807128906
13,1062,-18.59739875793457
14,1133,-18.110862731933594
15,1283,-27.096670150756836
16,1347,-15.001117706298828
17,1379,-14.102434158325195
18,1409,-18.405357360839844
19,1454,-23.083412170410156
20,1517,-25.452938079833984
21,1656,-33.34091567993164
22,1692,-20.414514541625977
23,1728,-13.277334213256836
24,1743,-13.194790840148926
25,1827,-21.173954010009766
26,1898,-32.333457946777344
27,1971,-25.401268005371094
28,2039,-17.278287887573242
29,2062,-16.413616180419922
30,2116,-16.389068603515625
31,2120,29.74675178527832
32,2176,-30.34222412109375
33,2209,-21.60015106201172
34,2263,-15.119224548339844
35,2329,-31.673080444335938
36,2362,-16.403484344482422
37,2439,-24.38849639892578
38,2475,-16.629329681396484
39,2525,-27.798423767089844
40,2569,-24.777542114257812
41,2626,-17.077884674072266
42,2647,-15.812005996704102
43,2676,-16.70804214477539
44,2705,-14.429683685302734
45,2748,-19.914234161376953
46,2776,-13.970870018005371
47,2815,-20.012893676757812
48,2893,-22.227582931518555
49,2956,-18.336946487426758
50,3039,-38.697410583496094
51,3128,21.695865631103516
52,3163,-15.001401901245117
53,3313,-14.57056713104248
54,3372,-16.388761520385742
55,3409,-22.681528091430664
56,3433,-17.229442596435547
57,3476,-24.85293197631836
58,3626,-13.918057441711426
59,3668,-16.468570709228516
60,3710,-19.6005802154541
61,3849,-21.480636596679688
62,3948,-37.54502868652344
63,3997,-17.389585494995117
64,4029,-18.50686264038086
65,4080,-26.511878967285156
66,4230,-11.617659568786621
67,4254,-13.890033721923828
68,4315,-29.648292541503906
69,4465,-27.576078414916992
70,4495,-18.512948989868164
71,4514,-15.204194068908691
72,4664,-14.340481758117676
73,4774,-18.613067626953125
74,4800,-15.576444625854492
75,4842,-14.83551025390625
76,4926,-18.937358856201172
77,4989,-21.18889617919922
78,5073,-26.879276275634766
79,5119,-17.552963256835938
80,5170,-17.57303237915039
81,5257,-18.269981384277344
82,5393,-39.00062942504883
83,5475,-16.934049606323242
84,5625,-11.295252799987793
85,5657,-17.897300720214844
86,5691,-22.447586059570312
87,5841,-11.074420928955078
88,5988,-45.760990142822266
89,6138,-11.928443908691406
90,6227,23.249282836914062
91,6368,-21.338459014892578
92,6416,-21.087268829345703
93,6543,18.252153396606445
