Episode,Total_Timesteps,Reward
363,27730,-14.92329216003418
364,27880,-10.810760498046875
365,27900,-13.289631843566895
366,28050,-9.31619644165039
367,28200,-9.323471069335938
368,28350,-11.960321426391602
369,28500,-11.228508949279785
370,28650,-11.976402282714844
371,28800,-9.676386833190918
372,28950,-12.003483772277832
373,29100,-11.505845069885254
374,29121,-13.311317443847656
375,29143,28.481367111206055
376,29293,-12.059893608093262
377,29443,-9.65703010559082
378,29463,-15.941877365112305
379,29613,-10.186761856079102
380,29614,29.944091796875
381,29662,-15.904777526855469
382,29812,-9.434671401977539
383,29962,-11.797359466552734
384,30112,-10.927850723266602
385,30262,-10.612537384033203
386,30412,-10.782854080200195
387,30562,-11.645554542541504
388,30582,-13.474335670471191
389,30594,-13.20357894897461
390,30656,26.067922592163086
391,30688,-14.033159255981445
392,30727,-19.416778564453125
393,30877,-10.907076835632324
394,31027,-10.787152290344238
395,31177,-10.275141716003418
396,31327,-11.663167953491211
397,31477,-11.025971412658691
398,31492,-13.20987606048584
399,31642,-10.466769218444824
400,31792,-11.191307067871094
401,31833,27.492246627807617
402,31983,-10.934950828552246
403,32133,-10.748347282409668
404,32283,-11.879408836364746
405,32433,-10.859426498413086
406,32583,-9.190441131591797
407,32616,-20.533689498901367
408,32766,-10.115326881408691
409,32916,-11.580292701721191
410,33026,20.948705673217773
411,33157,19.104915618896484
412,33307,-16.28800392150879
413,33457,-11.359660148620605
414,33607,-11.008201599121094
415,33757,-10.936788558959961
416,33907,-12.32983112335205
417,33945,27.089441299438477
418,34095,-10.530401229858398
419,34245,-9.708623886108398
420,34395,-20.88180923461914
421,34545,-10.67931842803955
422,34554,29.417301177978516
423,34704,-11.134377479553223
424,34804,22.594375610351562
425,34834,28.094375610351562
426,34859,-17.482589721679688
427,35009,-10.701338768005371
428,35159,-10.154532432556152
429,35309,-10.045097351074219
430,35338,27.832561492919922
431,35413,24.345338821411133
432,35427,-14.401018142700195
433,35445,-14.5087890625
434,35595,-11.137805938720703
435,35745,-10.97707748413086
436,35895,-9.73580265045166
437,35979,24.918636322021484
438,36129,-11.735170364379883
439,36279,-10.844573974609375
440,36429,-11.809032440185547
441,36451,-15.122865676879883
442,36601,-12.460295677185059
443,36751,-10.660747528076172
444,36901,-10.831083297729492
445,37051,-9.223776817321777
446,37075,-13.444957733154297
447,37154,-17.282320022583008
448,37175,-15.565035820007324
449,37324,19.862226486206055
450,37335,29.097820281982422
451,37455,21.785619735717773
452,37605,-12.14609432220459
453,37755,-10.588924407958984
454,37767,-12.841910362243652
455,37917,-12.600391387939453
456,38067,-11.123368263244629
457,38104,27.23758888244629
458,38134,-15.568611145019531
459,38284,-12.50475788116455
460,38434,-9.372946739196777
461,38584,-10.910943031311035
462,38601,-14.118780136108398
463,38751,-10.38305377960205
464,38753,29.88383674621582
465,38903,-9.674524307250977
466,38931,27.743488311767578
467,39081,-9.873082160949707
468,39143,25.586389541625977
469,39165,-15.935490608215332
470,39315,-15.14473819732666
471,39344,27.979721069335938
472,39494,-9.925633430480957
473,39644,-9.983449935913086
474,39794,-14.8115873336792
475,39944,-9.521089553833008
476,40094,-12.287158012390137
477,40119,-15.487775802612305
478,40129,29.401657104492188
479,40279,-9.322524070739746
480,40429,-9.42872142791748
481,40579,-11.014735221862793
482,40605,28.30066680908203
483,40755,-18.601356506347656
484,40905,-11.549910545349121
485,41055,-12.76462173461914
486,41205,-10.277021408081055
487,41355,-10.639491081237793
488,41457,23.172225952148438
489,41607,-10.853740692138672
490,41757,-13.61663818359375
491,41907,-13.087809562683105
492,41929,-16.21437644958496
493,41931,29.887357711791992
494,42081,-9.402691841125488
495,42231,-9.862173080444336
496,42381,-10.1771821975708
497,42403,-13.881467819213867
498,42553,-12.653480529785156
499,42703,-11.000248908996582
500,42734,-17.23895263671875
